ID;date;province;district;municipality;village;latitude;longitude;country;source;dataset;host;type;continent;year;location;full_name
LC550019;2019-10-18;Region III;Bulacan;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;Philippines-RegionIii-Bulacan;LC550019_Canis-lupus-familiaris_2019-10-18_Philippines-RegionIii-Bulacan_NA_NA
LC550020;2019-10-18;Region III;Bulacan;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;Philippines-RegionIii-Bulacan;LC550020_Canis-lupus-familiaris_2019-10-18_Philippines-RegionIii-Bulacan_NA_NA
LC550021;2019-10-18;Region III;Bulacan;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;Philippines-RegionIii-Bulacan;LC550021_Canis-lupus-familiaris_2019-10-18_Philippines-RegionIii-Bulacan_NA_NA
LC550022;2019-10-03;Region III;Bulacan;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;Philippines-RegionIii-Bulacan;LC550022_Canis-lupus-familiaris_2019-10-03_Philippines-RegionIii-Bulacan_NA_NA
LC550023;2019-10-03;Region III;Nueva Ecija;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;Philippines-RegionIii-NuevaEcija;LC550023_Canis-lupus-familiaris_2019-10-03_Philippines-RegionIii-NuevaEcija_NA_NA
LC550024;2019-08-13;Region III;Pampanga;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;Philippines-RegionIii-Pampanga;LC550024_Canis-lupus-familiaris_2019-08-13_Philippines-RegionIii-Pampanga_NA_NA
LC550025;2019-08-05;Region III;Pampanga;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;Philippines-RegionIii-Pampanga;LC550025_Canis-lupus-familiaris_2019-08-05_Philippines-RegionIii-Pampanga_NA_NA
LC550026;2019-07-05;Region III;Pampanga;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;Philippines-RegionIii-Pampanga;LC550026_Canis-lupus-familiaris_2019-07-05_Philippines-RegionIii-Pampanga_NA_NA
LC550027;2019-06-21;Region III;Pampanga;NA;NA;NA;NA;Philippines;Kimitsuki,K., Saito,N., Yamada,K., Nishizono,A.;GenBank;Canis lupus familiaris;N gene;Southeast Asia;2019;Philippines-RegionIii-Pampanga;LC550027_Canis-lupus-familiaris_2019-06-21_Philippines-RegionIii-Pampanga_NA_NA
MT079890;2015-01-01;Kvemo Kartli;NA;NA;NA;NA;NA;Georgia;Condori,R.E., Kartskhia,N., Avaliani,L., Donduashvili,M., Elbakidze,T., Kapanadze,A., Pieracci,E.G., Maghlakelidze,G., Wadhwa,A., Reynolds,M., Li,Y., Ninidze,L.;GenBank;Canis lupus familiaris;N gene;Europe;2015;Georgia-KvemoKartli;MT079890_Canis-lupus-familiaris_2015-01-01_Georgia-KvemoKartli_NA_NA
MT241241;2019-05;Shanghai;NA;NA;NA;NA;NA;China;Feng,H., Wang,Y., Xu,W., Feng,Y., Liu,J.;GenBank;Canis lupus familiaris;N gene;Asia;2019;China-Shanghai;MT241241_Canis-lupus-familiaris_2019-05_China-Shanghai_NA_NA
MK124742;2018-06-06;Jiangsu;NA;NA;NA;NA;NA;China;Wang,Y., Xu,W., Feng,Y., Tu,C.;GenBank;Canis lupus familiaris;N gene;Asia;2018;China-Jiangsu;MK124742_Canis-lupus-familiaris_2018-06-06_China-Jiangsu_NA_NA
MT454639;2016;NA;NA;NA;NA;NA;NA;South Africa;Sabeta,C., Phahladira,B., Ngoepe,E., van Schalkwyk,A., Mogano,K., Chirima,G., Suzuki,T., Makita,K.;GenBank;Canis lupus familiaris;Genome;Sub-Saharan Africa;2016;SouthAfrica;MT454639_Canis-lupus-familiaris_2016_SouthAfrica_NA_NA
MK598338;2006;NA;NA;NA;NA;NA;NA;Hungary;Forro,B., Banyai,K.;GenBank;Vulpes vulpes;Genome;Europe;2006;Hungary;MK598338_Vulpes-vulpes_2006_Hungary_NA_NA
MK598340;2007;NA;NA;NA;NA;NA;NA;Hungary;Forro,B., Banyai,K.;GenBank;Vulpes vulpes;Genome;Europe;2007;Hungary;MK598340_Vulpes-vulpes_2007_Hungary_NA_NA
MK598344;2009;NA;NA;NA;NA;NA;NA;Hungary;Forro,B., Banyai,K.;GenBank;Vulpes vulpes;Genome;Europe;2009;Hungary;MK598344_Vulpes-vulpes_2009_Hungary_NA_NA
MK598346;2010;NA;NA;NA;NA;NA;NA;Hungary;Forro,B., Banyai,K.;GenBank;Vulpes vulpes;Genome;Europe;2010;Hungary;MK598346_Vulpes-vulpes_2010_Hungary_NA_NA
MK598347;2016;NA;NA;NA;NA;NA;NA;Hungary;Forro,B., Banyai,K.;GenBank;Vulpes vulpes;Genome;Europe;2016;Hungary;MK598347_Vulpes-vulpes_2016_Hungary_NA_NA
MK598348;2017;NA;NA;NA;NA;NA;NA;Hungary;Forro,B., Banyai,K.;GenBank;Vulpes vulpes;Genome;Europe;2017;Hungary;MK598348_Vulpes-vulpes_2017_Hungary_NA_NA
MK598361;2013;NA;NA;NA;NA;NA;NA;Hungary;Forro,B., Banyai,K.;GenBank;Vulpes vulpes;Genome;Europe;2013;Hungary;MK598361_Vulpes-vulpes_2013_Hungary_NA_NA
MK598388;2013;NA;NA;NA;NA;NA;NA;Hungary;Forro,B., Banyai,K.;GenBank;Vulpes vulpes;Genome;Europe;2013;Hungary;MK598388_Vulpes-vulpes_2013_Hungary_NA_NA
MK598394;2014;NA;NA;NA;NA;NA;NA;Hungary;Forro,B., Banyai,K.;GenBank;Vulpes vulpes;Genome;Europe;2014;Hungary;MK598394_Vulpes-vulpes_2014_Hungary_NA_NA
MK598398;1996;NA;NA;NA;NA;NA;NA;Hungary;Forro,B., Banyai,K.;GenBank;Felis catus;Genome;Europe;1996;Hungary;MK598398_Felis-catus_1996_Hungary_NA_NA
MN534897;2018;NA;NA;NA;NA;NA;NA;Qatar;Oude Munnink,B.B., Baker Abd Farag,E., GeurtsvanKessel,C., Schapendonk,C., van der Linden,A., Kohl,R., Arron,G., Ziglam,H., Goravey Mhjoop Goravey,W., Coyle,P.V., Ibrahim,I., Mohran,K., Mohammed Saleh Alrajhi,M., Mazharul Islam,M., Abdeen,R., Aziz Mahmoud,A., Mahmoud Younis,N., Eid Al-Romaihi,H., Al Thani,M.H.J., Molenkamp,R., Sikkema,R.S., Koopmans,M.;GenBank;Canidae;Genome;Middle East;2018;Qatar;MN534897_Canidae_2018_Qatar_NA_NA
MN233900;2007;Alaska;NA;NA;NA;NA;NA;USA;Nadin-Davis,S.A., Falardeau,E., Flynn,A., Whitney,H., Marshall,H.D., Fallardeau,E., Marshall,H., Fehlner-Gardiner,C.;GenBank;Vulpes lagopus;Genome;North America;2007;Usa-Alaska;MN233900_Vulpes-lagopus_2007_Usa-Alaska_NA_NA
MN233903;2005;Manitoba;NA;NA;NA;NA;NA;Canada;Nadin-Davis,S.A., Falardeau,E., Flynn,A., Whitney,H., Marshall,H.D., Fallardeau,E., Marshall,H., Fehlner-Gardiner,C.;GenBank;Vulpes vulpes;Genome;North America;2005;Canada-Manitoba;MN233903_Vulpes-vulpes_2005_Canada-Manitoba_NA_NA
MN233906;1996;Newfoundland and Labrador;NA;NA;NA;NA;NA;Canada;Nadin-Davis,S.A., Falardeau,E., Flynn,A., Whitney,H., Marshall,H.D., Fallardeau,E., Marshall,H., Fehlner-Gardiner,C.;GenBank;Vulpes vulpes;Genome;North America;1996;Canada-NewfoundlandAndLabrador;MN233906_Vulpes-vulpes_1996_Canada-NewfoundlandAndLabrador_NA_NA
MN233915;2002;Newfoundland and Labrador;NA;NA;NA;NA;NA;Canada;Nadin-Davis,S.A., Falardeau,E., Flynn,A., Whitney,H., Marshall,H.D., Fallardeau,E., Marshall,H., Fehlner-Gardiner,C.;GenBank;Vulpes vulpes;Genome;North America;2002;Canada-NewfoundlandAndLabrador;MN233915_Vulpes-vulpes_2002_Canada-NewfoundlandAndLabrador_NA_NA
MN233930;2012;Newfoundland and Labrador;NA;NA;NA;NA;NA;Canada;Nadin-Davis,S.A., Falardeau,E., Flynn,A., Whitney,H., Marshall,H.D., Fallardeau,E., Marshall,H., Fehlner-Gardiner,C.;GenBank;Vulpes vulpes;Genome;North America;2012;Canada-NewfoundlandAndLabrador;MN233930_Vulpes-vulpes_2012_Canada-NewfoundlandAndLabrador_NA_NA
MN233951;1993;Northern Territories;NA;NA;NA;NA;NA;Canada;Nadin-Davis,S.A., Falardeau,E., Flynn,A., Whitney,H., Marshall,H.D., Fallardeau,E., Marshall,H., Fehlner-Gardiner,C.;GenBank;Vulpes lagopus;Genome;North America;1993;Canada-NorthernTerritories;MN233951_Vulpes-lagopus_1993_Canada-NorthernTerritories_NA_NA
MN233976;2002;Nunavut;NA;NA;NA;NA;NA;Canada;Nadin-Davis,S.A., Falardeau,E., Flynn,A., Whitney,H., Marshall,H.D., Fallardeau,E., Marshall,H., Fehlner-Gardiner,C.;GenBank;Vulpes vulpes;Genome;North America;2002;Canada-Nunavut;MN233976_Vulpes-vulpes_2002_Canada-Nunavut_NA_NA
MN233979;2005;Nunavut;NA;NA;NA;NA;NA;Canada;Nadin-Davis,S.A., Falardeau,E., Flynn,A., Whitney,H., Marshall,H.D., Fallardeau,E., Marshall,H., Fehlner-Gardiner,C.;GenBank;Vulpes vulpes;Genome;North America;2005;Canada-Nunavut;MN233979_Vulpes-vulpes_2005_Canada-Nunavut_NA_NA
MN233998;2014;Nunavut;NA;NA;NA;NA;NA;Canada;Nadin-Davis,S.A., Falardeau,E., Flynn,A., Whitney,H., Marshall,H.D., Fallardeau,E., Marshall,H., Fehlner-Gardiner,C.;GenBank;Vulpes lagopus;Genome;North America;2014;Canada-Nunavut;MN233998_Vulpes-lagopus_2014_Canada-Nunavut_NA_NA
MN234022;2001;Quebec;NA;NA;NA;NA;NA;Canada;Nadin-Davis,S.A., Falardeau,E., Flynn,A., Whitney,H., Marshall,H.D., Fallardeau,E., Marshall,H., Fehlner-Gardiner,C.;GenBank;Vulpes vulpes;Genome;North America;2001;Canada-Quebec;MN234022_Vulpes-vulpes_2001_Canada-Quebec_NA_NA
MN234026;2003;Quebec;NA;NA;NA;NA;NA;Canada;Nadin-Davis,S.A., Falardeau,E., Flynn,A., Whitney,H., Marshall,H.D., Fallardeau,E., Marshall,H., Fehlner-Gardiner,C.;GenBank;Vulpes vulpes;Genome;North America;2003;Canada-Quebec;MN234026_Vulpes-vulpes_2003_Canada-Quebec_NA_NA
MN857167;2019-06-26;Caloocan City;NA;NA;NA;NA;NA;Philippines;Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2019;Philippines-Caloocan;MN857167_Canis-lupus-familiaris_2019-06-26_Philippines-Caloocan_NA_NA
MN857168;2019-05-28;Quezon City;NA;NA;NA;NA;NA;Philippines;Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2019;Philippines-Quezon;MN857168_Canis-lupus-familiaris_2019-05-28_Philippines-Quezon_NA_NA
MN857169;2019-05-31;Pasay City;NA;NA;NA;NA;NA;Philippines;Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2019;Philippines-Pasay;MN857169_Canis-lupus-familiaris_2019-05-31_Philippines-Pasay_NA_NA
MN857170;2019-05-27;Angono;Rizal;NA;NA;NA;NA;Philippines;Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2019;Philippines-Angono-Rizal;MN857170_Canis-lupus-familiaris_2019-05-27_Philippines-Angono-Rizal_NA_NA
MN857171;2019-05-06;San Miguel;Bulacan;NA;NA;NA;NA;Philippines;Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.;GenBank;Feliformia;Genome;Southeast Asia;2019;Philippines-SanMiguel-Bulacan;MN857171_Feliformia_2019-05-06_Philippines-SanMiguel-Bulacan_NA_NA
MN075931;1999;NA;NA;NA;NA;NA;NA;Thailand;Nitatpattana,N., Primsirikunawut,A., Buree,S., Chuapudee,D., Rodpai,E., Chaiyo,K., Chansiprasert,K., Nakgoi,K., Poolam,K., Lukebua,A., Sangkitporn,S.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;1999;Thailand;MN075931_Canis-lupus-familiaris_1999_Thailand_NA_NA
MF467498;2011;Morona Santiago;NA;NA;NA;NA;NA;Ecuador;Reyes,W.D., Yockteng,J., Farias,N., Raghwani,J., Chavez,A., Sanchez,M., Medina-Magues,L.G., Alcivar,E., Mosquera,C., Guzman,G., Ochoa,E., Cardenas,W.B.;GenBank;Bos taurus;N gene;South America;2011;Ecuador-MoronaSantiago;MF467498_Bos-taurus_2011_Ecuador-MoronaSantiago_NA_NA
MF467499;2011;Morona Santiago;NA;NA;NA;NA;NA;Ecuador;Reyes,W.D., Yockteng,J., Farias,N., Raghwani,J., Chavez,A., Sanchez,M., Medina-Magues,L.G., Alcivar,E., Mosquera,C., Guzman,G., Ochoa,E., Cardenas,W.B.;GenBank;Homo sapiens;N gene;South America;2011;Ecuador-MoronaSantiago;MF467499_Homo-sapiens_2011_Ecuador-MoronaSantiago_NA_NA
MF467501;2014;Loja;NA;NA;NA;NA;NA;Ecuador;Reyes,W.D., Yockteng,J., Farias,N., Raghwani,J., Chavez,A., Sanchez,M., Medina-Magues,L.G., Alcivar,E., Mosquera,C., Guzman,G., Ochoa,E., Cardenas,W.B.;GenBank;Equus caballus;N gene;South America;2014;Ecuador-Loja;MF467501_Equus-caballus_2014_Ecuador-Loja_NA_NA
MF467502;2014;Loja;NA;NA;NA;NA;NA;Ecuador;Reyes,W.D., Yockteng,J., Farias,N., Raghwani,J., Chavez,A., Sanchez,M., Medina-Magues,L.G., Alcivar,E., Mosquera,C., Guzman,G., Ochoa,E., Cardenas,W.B.;GenBank;Equus caballus;N gene;South America;2014;Ecuador-Loja;MF467502_Equus-caballus_2014_Ecuador-Loja_NA_NA
MF467504;2016-02-12;Loja;NA;NA;NA;NA;NA;Ecuador;Reyes,W.D., Yockteng,J., Farias,N., Raghwani,J., Chavez,A., Sanchez,M., Medina-Magues,L.G., Alcivar,E., Mosquera,C., Guzman,G., Ochoa,E., Cardenas,W.B.;GenBank;Bos taurus;N gene;South America;2016;Ecuador-Loja;MF467504_Bos-taurus_2016-02-12_Ecuador-Loja_NA_NA
MN726833;2017;NA;NA;NA;NA;NA;NA;Tanzania;Brunker,K., Mwangi,T.;GenBank;Canis lupus familiaris;Genome;Sub-Saharan Africa;2017;Tanzania;MN726833_Canis-lupus-familiaris_2017_Tanzania_NA_NA
MN726836;2013;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2013;Philippines;MN726836_Canis-lupus-familiaris_2013_Philippines_NA_NA
MN726837;2013;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2013;Philippines;MN726837_Canis-lupus-familiaris_2013_Philippines_NA_NA
MN726838;2013;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2013;Philippines;MN726838_Canis-lupus-familiaris_2013_Philippines_NA_NA
MN726839;2015;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2015;Philippines;MN726839_Canis-lupus-familiaris_2015_Philippines_NA_NA
MN726841;2014;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2014;Philippines;MN726841_Canis-lupus-familiaris_2014_Philippines_NA_NA
MN726842;2019;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2019;Philippines;MN726842_Canis-lupus-familiaris_2019_Philippines_NA_NA
MN726846;2015;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2015;Philippines;MN726846_Canis-lupus-familiaris_2015_Philippines_NA_NA
MN726847;2017;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2017;Philippines;MN726847_Canis-lupus-familiaris_2017_Philippines_NA_NA
MN726848;2016;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2016;Philippines;MN726848_Canis-lupus-familiaris_2016_Philippines_NA_NA
MN726851;2014;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2014;Philippines;MN726851_Canis-lupus-familiaris_2014_Philippines_NA_NA
MN726852;2018;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2018;Philippines;MN726852_Canis-lupus-familiaris_2018_Philippines_NA_NA
MN726853;2012;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2012;Philippines;MN726853_Canis-lupus-familiaris_2012_Philippines_NA_NA
MN726854;2015;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2015;Philippines;MN726854_Canis-lupus-familiaris_2015_Philippines_NA_NA
MN726855;2016;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2016;Philippines;MN726855_Canis-lupus-familiaris_2016_Philippines_NA_NA
MN726856;2012;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2012;Philippines;MN726856_Canis-lupus-familiaris_2012_Philippines_NA_NA
MN726858;2016;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2016;Philippines;MN726858_Canis-lupus-familiaris_2016_Philippines_NA_NA
MN726859;2015;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2015;Philippines;MN726859_Canis-lupus-familiaris_2015_Philippines_NA_NA
MN726861;2015;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2015;Philippines;MN726861_Canis-lupus-familiaris_2015_Philippines_NA_NA
MN726862;2013;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2013;Philippines;MN726862_Canis-lupus-familiaris_2013_Philippines_NA_NA
MN726863;2015;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2015;Philippines;MN726863_Canis-lupus-familiaris_2015_Philippines_NA_NA
MN726864;2016;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2016;Philippines;MN726864_Canis-lupus-familiaris_2016_Philippines_NA_NA
MN726866;2014;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2014;Philippines;MN726866_Canis-lupus-familiaris_2014_Philippines_NA_NA
MN726867;2012;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2012;Philippines;MN726867_Canis-lupus-familiaris_2012_Philippines_NA_NA
MN726868;2016;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2016;Philippines;MN726868_Canis-lupus-familiaris_2016_Philippines_NA_NA
MN726869;2013;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Felis catus;Genome;Southeast Asia;2013;Philippines;MN726869_Felis-catus_2013_Philippines_NA_NA
MN726870;2014;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2014;Philippines;MN726870_Canis-lupus-familiaris_2014_Philippines_NA_NA
MN726871;2013;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2013;Philippines;MN726871_Canis-lupus-familiaris_2013_Philippines_NA_NA
MN726872;2017;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2017;Philippines;MN726872_Canis-lupus-familiaris_2017_Philippines_NA_NA
MN726873;2014;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2014;Philippines;MN726873_Canis-lupus-familiaris_2014_Philippines_NA_NA
MN726874;2012;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2012;Philippines;MN726874_Canis-lupus-familiaris_2012_Philippines_NA_NA
MN726876;2018;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2018;Philippines;MN726876_Canis-lupus-familiaris_2018_Philippines_NA_NA
MN726877;2015;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2015;Philippines;MN726877_Canis-lupus-familiaris_2015_Philippines_NA_NA
MN726878;2018;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2018;Philippines;MN726878_Canis-lupus-familiaris_2018_Philippines_NA_NA
MN726879;2012;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2012;Philippines;MN726879_Canis-lupus-familiaris_2012_Philippines_NA_NA
MN726880;2019;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2019;Philippines;MN726880_Canis-lupus-familiaris_2019_Philippines_NA_NA
MN726881;2015;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2015;Philippines;MN726881_Canis-lupus-familiaris_2015_Philippines_NA_NA
MN726882;2019;NA;NA;NA;NA;NA;NA;Philippines;Brunker,K., Miranda,M.E.;GenBank;Canis lupus familiaris;Genome;Southeast Asia;2019;Philippines;MN726882_Canis-lupus-familiaris_2019_Philippines_NA_NA
MK956097;2015;NA;NA;NA;NA;NA;NA;Brazil;Remonti,B.R., Azevedo,C.S., Galhardo,J.A.;GenBank;Canis lupus familiaris;N gene;South America;2015;Brazil;MK956097_Canis-lupus-familiaris_2015_Brazil_NA_NA
MK956098;2015;NA;NA;NA;NA;NA;NA;Brazil;Remonti,B.R., Azevedo,C.S., Galhardo,J.A.;GenBank;Canis lupus familiaris;N gene;South America;2015;Brazil;MK956098_Canis-lupus-familiaris_2015_Brazil_NA_NA
MK956099;2015;NA;NA;NA;NA;NA;NA;Brazil;Remonti,B.R., Azevedo,C.S., Galhardo,J.A.;GenBank;Canis lupus familiaris;N gene;South America;2015;Brazil;MK956099_Canis-lupus-familiaris_2015_Brazil_NA_NA
MK956101;2015;NA;NA;NA;NA;NA;NA;Brazil;Remonti,B.R., Azevedo,C.S., Galhardo,J.A.;GenBank;Canis lupus familiaris;N gene;South America;2015;Brazil;MK956101_Canis-lupus-familiaris_2015_Brazil_NA_NA
LC422729;2017-09-25;Ulaanbaatar;Bayanzurkh district;NA;NA;NA;NA;Mongolia;Purevtseren,D., Sasaki,M., Sawa,H.;GenBank;Bos taurus;N gene;Asia;2017;Mongolia-Ulaanbaatar-Bayanzurkh;LC422729_Bos-taurus_2017-09-25_Mongolia-Ulaanbaatar-Bayanzurkh_NA_NA
MK760679;2008-04-23;Hamadan;Asadabad;NA;NA;NA;NA;Iran;Dellicour,S., Troupin,C., Jahanbakhsh,F., Salama,A., Massoudi,S., Moghaddam,M.K., Baele,G., Lemey,P., Gholami,A., Bourhy,H.;GenBank;Canis lupus familiaris;Genome;Middle East;2008;Iran-Hamadan-Asadabad;MK760679_Canis-lupus-familiaris_2008-04-23_Iran-Hamadan-Asadabad_NA_NA
MK760687;2009-04-11;Kurdistan;Gharveh;NA;NA;NA;NA;Iran;Dellicour,S., Troupin,C., Jahanbakhsh,F., Salama,A., Massoudi,S., Moghaddam,M.K., Baele,G., Lemey,P., Gholami,A., Bourhy,H.;GenBank;Canis lupus familiaris;Genome;Middle East;2009;Iran-Kurdistan-Gharveh;MK760687_Canis-lupus-familiaris_2009-04-11_Iran-Kurdistan-Gharveh_NA_NA
MK760695;2011-01-08;Gilan;Masal;NA;NA;NA;NA;Iran;Dellicour,S., Troupin,C., Jahanbakhsh,F., Salama,A., Massoudi,S., Moghaddam,M.K., Baele,G., Lemey,P., Gholami,A., Bourhy,H.;GenBank;Canidae;Genome;Middle East;2011;Iran-Gilan-Masal;MK760695_Canidae_2011-01-08_Iran-Gilan-Masal_NA_NA
MK760709;2012-10-19;Mazandaran;Savadkooh;NA;NA;NA;NA;Iran;Dellicour,S., Troupin,C., Jahanbakhsh,F., Salama,A., Massoudi,S., Moghaddam,M.K., Baele,G., Lemey,P., Gholami,A., Bourhy,H.;GenBank;Canis lupus familiaris;Genome;Middle East;2012;Iran-Mazandaran-Savadkooh;MK760709_Canis-lupus-familiaris_2012-10-19_Iran-Mazandaran-Savadkooh_NA_NA
MK760727;2013-12-29;Fars;Eqlid;NA;NA;NA;NA;Iran;Dellicour,S., Troupin,C., Jahanbakhsh,F., Salama,A., Massoudi,S., Moghaddam,M.K., Baele,G., Lemey,P., Gholami,A., Bourhy,H.;GenBank;Canidae;Genome;Middle East;2013;Iran-Fars-Eqlid;MK760727_Canidae_2013-12-29_Iran-Fars-Eqlid_NA_NA
